,VarName,Description,Root_DF,Start,End,DataFrame,recursion_flag
3452,ICD_DRD,ICD Drug Dependence (Lifetime),Supplemental,3452,3452,ncsr,0
3453,ICD_DYS,ICD Dysthymia (Lifetime),Supplemental,3453,3453,ncsr,0
3454,ICD_DYSH,ICD Dysthymia w/ hierarchy (Lifetime),Supplemental,3454,3454,ncsr,0
3455,ICD_HYP,ICD Hypomania (Lifetime),Supplemental,3455,3455,ncsr,0
3456,ICD_MAN,ICD Mania (Lifetime),Supplemental,3456,3456,ncsr,0
3457,ICD_MDE,ICD Severe Depressive Episode (Lifetime),Supplemental,3457,3457,ncsr,0
3458,ICD_MDEH,ICD Severe Depressive Episode w/ hierarchy (LifeT),Supplemental,3458,3458,ncsr,0
3459,ICD_ODD,ICD Oppositional Defiant Disorder (LifeT),Supplemental,3459,3459,ncsr,0
3460,ICD_PAT,ICD Panic Attack (Lifetime),Supplemental,3460,3460,ncsr,0
3461,ICD_PDS,ICD Panic Disorder (Lifetime),Supplemental,3461,3461,ncsr,0
3462,ICD_SO,ICD Social Phobia (Lifetime),Supplemental,3462,3462,ncsr,0
3463,ICD_SP,ICD Specific Phobia (Lifetime),Supplemental,3463,3463,ncsr,0
3464,ICD_TBD,ICD Nicotine Dependence (Lifetime),Supplemental,3464,3464,ncsr,0
3465,I_ADD12,ICD Attention Deficit Disorder (12 month),Supplemental,3465,3465,ncsr,0
3466,I_AGP12,ICD Agoraphobia with Panic Disorder (12Mo),Supplemental,3466,3466,ncsr,0
3467,I_ALA12,ICD Alcohol Abuse (12 month),Supplemental,3467,3467,ncsr,0
3468,I_ALAH12,ICD Alcohol Abuse w/ hierarchy (12Mo),Supplemental,3468,3468,ncsr,0
3469,I_ALD12,ICD Alcohol Dependence (12 month),Supplemental,3469,3469,ncsr,0
3470,I_CD12,ICD Conduct Disorder (12 month),Supplemental,3470,3470,ncsr,0
3471,I_CDH12,ICD Conduct Disorder w/ hierarchy (12Mo),Supplemental,3471,3471,ncsr,0
3472,I_DRA12,ICD Drug Abuse (12 month),Supplemental,3472,3472,ncsr,0
3473,I_DRD12,ICD Drug Dependence (12 month),Supplemental,3473,3473,ncsr,0
3474,I_DYS12,ICD Dysthymia (12 month),Supplemental,3474,3474,ncsr,0
3475,I_DYSH12,ICD Dysthymia with hierarchy (12 month),Supplemental,3475,3475,ncsr,0
3476,I_HYP12,ICD Hypomania (12 month),Supplemental,3476,3476,ncsr,0
3477,I_MAN12,ICD Mania (12 month),Supplemental,3477,3477,ncsr,0
3478,I_MDE12,ICD Severe Depressive Episode (12 month),Supplemental,3478,3478,ncsr,0
3479,I_MDEH12,ICD Severe Depressive Episode w/ hierarchy (12Mo),Supplemental,3479,3479,ncsr,0
3480,I_ODD12,ICD Oppositional Defiant Disorder (12Mo),Supplemental,3480,3480,ncsr,0
3481,I_PAT12,ICD Panic Attack (12 month),Supplemental,3481,3481,ncsr,0
3482,I_PDS12,ICD Panic Disorder (12 month),Supplemental,3482,3482,ncsr,0
3483,I_SO12,ICD Social Phobia (12 month),Supplemental,3483,3483,ncsr,0
3484,I_SP12,ICD Specific Phobia (12 month),Supplemental,3484,3484,ncsr,0
3485,I_TBD12,ICD Nicotine Dependence (12 month),Supplemental,3485,3485,ncsr,0
3486,I_AGP30,ICD Agoraphobia with Panic Disorder (30 day),Supplemental,3486,3486,ncsr,0
3487,I_ALA30,ICD Alcohol Abuse (30 day),Supplemental,3487,3487,ncsr,0
3488,I_ALAH30,ICD Alcohol Abuse w/ hierarchy (30Day),Supplemental,3488,3488,ncsr,0
3489,I_ALD30,ICD Alcohol Dependence (30 day),Supplemental,3489,3489,ncsr,0
3490,I_DRA30,ICD Drug Abuse (30 day),Supplemental,3490,3490,ncsr,0
3491,I_DRD30,ICD Drug Dependence (30 day),Supplemental,3491,3491,ncsr,0
3492,I_DYS30,ICD Dysthymia (30 day),Supplemental,3492,3492,ncsr,0
3493,I_DYSH30,ICD Dysthymia with hierarchy (30 day),Supplemental,3493,3493,ncsr,0
3494,I_HYP30,ICD Hypomania (30 day),Supplemental,3494,3494,ncsr,0
3495,I_MAN30,ICD Mania (30 day),Supplemental,3495,3495,ncsr,0
3496,I_MDE30,ICD Severe Depressive Episode (30 day),Supplemental,3496,3496,ncsr,0
3497,I_MDEH30,ICD Severe Depressive Episode w/ hierarchy (30Day),Supplemental,3497,3497,ncsr,0
3498,I_PAT30,ICD Panic Attack (30 day),Supplemental,3498,3498,ncsr,0
3499,I_PDS30,ICD Panic Disorder (30 day),Supplemental,3499,3499,ncsr,0
3500,I_SO30,ICD Social Phobia (30 day),Supplemental,3500,3500,ncsr,0
3501,I_SP30,ICD Specific Phobia (30 day),Supplemental,3501,3501,ncsr,0
3502,I_TBD30,ICD Nicotine Dependence (30 day),Supplemental,3502,3502,ncsr,0
3503,ADD_OND,DSM-IV Attention Deficit Disorder Onset,Supplemental,3503,3503,ncsr,0
3504,ADD_RECD,DSM-IV Attention Deficit Disorder Recency,Supplemental,3504,3504,ncsr,0
3505,AGO_OND,DSM-IV Agoraphobia without Panic Disorder Onset,Supplemental,3505,3505,ncsr,0
3506,AGO_RECD,DSM-IV Agoraphobia without Panic Disorder Recency,Supplemental,3506,3506,ncsr,0
3507,AGP_OND,DSM-IV Agoraphobia with Panic Disorder Onset,Supplemental,3507,3507,ncsr,0
3508,AGP_RECD,DSM-IV Agoraphobia with Panic Disorder Recency,Supplemental,3508,3508,ncsr,0
3509,ALA_OND,DSM-IV Alcohol Abuse Onset,Supplemental,3509,3509,ncsr,0
3510,ALA_RECD,DSM-IV Alcohol Abuse Recency,Supplemental,3510,3510,ncsr,0
3511,ALD_OND,DSM-IV Alcohol Dependence Onset,Supplemental,3511,3511,ncsr,0
3512,ALD_RECD,DSM-IV Alcohol Dependence Recency,Supplemental,3512,3512,ncsr,0
3513,ASA_OND,DSM-IV Adult Separation Anxiety Disorder Onset,Supplemental,3513,3513,ncsr,0
3514,ASA_RECD,DSM-IV Adult Separation Anxiety Disorder Recency,Supplemental,3514,3514,ncsr,0
3515,BIPOLARI_OND,DSM-IV Bi-Polar I Onset,Supplemental,3515,3515,ncsr,0
3516,BIPOLARI_RECD,DSM-IV Bi-Polar I Recency,Supplemental,3516,3516,ncsr,0
3517,BIPOLARII_OND,DSM-IV Bi-Polar II Onset,Supplemental,3517,3517,ncsr,0
3518,BIPOLARII_RECD,DSM-IV Bi-Polar II Recency,Supplemental,3518,3518,ncsr,0
3519,BIPOLARSUB_OND,DSM-IV Bi-Polar Subthreshold Onset,Supplemental,3519,3519,ncsr,0
3520,BIPOLARSUB_RECD,DSM-IV Bi-Polar Subthreshold Recency,Supplemental,3520,3520,ncsr,0
3521,CD_OND,DSM-IV Conduct Disorder Onset,Supplemental,3521,3521,ncsr,0
3522,CD_RECD,DSM-IV Conduct Disorder Recency,Supplemental,3522,3522,ncsr,0
3523,DRA_OND,DSM-IV Drug Abuse Onset,Supplemental,3523,3523,ncsr,0
3524,DRA_RECD,DSM-IV Drug Abuse Recency,Supplemental,3524,3524,ncsr,0
3525,DRD_OND,DSM-IV Drug Dependence Onset,Supplemental,3525,3525,ncsr,0
3526,DRD_RECD,DSM-IV Drug Dependence Recency,Supplemental,3526,3526,ncsr,0
3527,DYS_OND,DSM-IV Dysthymia Onset,Supplemental,3527,3527,ncsr,0
3528,DYS_RECD,DSM-IV Dysthymia Recency,Supplemental,3528,3528,ncsr,0
3529,GAD_OND,DSM-IV Generalized Anxiety Disorder Onset,Supplemental,3529,3529,ncsr,0
3530,GAD_RECD,DSM-IV Generalized Anxiety Disorder Recency,Supplemental,3530,3530,ncsr,0
3531,IED_OND,DSM-IV Intermittent Explosive Disorder Onset,Supplemental,3531,3531,ncsr,0
3532,IED_RECD,DSM-IV Intermittent Explosive Disorder Recency,Supplemental,3532,3532,ncsr,0
3533,MDDH_OND,DSM-IV Major Depressive Disorder w/ hierarchy Onset,Supplemental,3533,3533,ncsr,0
3534,MDDH_RECD,DSM-IV Major Depression w/ hierarchy Recency,Supplemental,3534,3534,ncsr,0
3535,MDE_OND,DSM-IV Major Depressive Episode Onset,Supplemental,3535,3535,ncsr,0
3536,MDE_RECD,DSM-IV Major Depressive Episode Recency,Supplemental,3536,3536,ncsr,0
3537,ODD_OND,DSM-IV Oppositional Defiant Disorder Onset,Supplemental,3537,3537,ncsr,0
3538,ODD_RECD,DSM-IV Oppositional Defiant Disorder Recency,Supplemental,3538,3538,ncsr,0
3539,PAT_OND,DSM-IV Panic Attack Onset,Supplemental,3539,3539,ncsr,0
3540,PAT_RECD,DSM-IV Panic Attack Recency,Supplemental,3540,3540,ncsr,0
3541,PD_OND,DSM-IV Panic Disorder Onset,Supplemental,3541,3541,ncsr,0
3542,PD_RECD,DSM-IV Panic Disorder Recency,Supplemental,3542,3542,ncsr,0
3543,SAD_OND,DSM-IV Separation Anxiety Disorder Onset,Supplemental,3543,3543,ncsr,0
3544,SAD_RECD,DSM-IV Separation Anxiety Disorder Recency,Supplemental,3544,3544,ncsr,0
3545,SO_OND,DSM-IV Social Phobia Onset,Supplemental,3545,3545,ncsr,0
3546,SO_RECD,DSM-IV Social Phobia Recency,Supplemental,3546,3546,ncsr,0
3547,SP_OND,DSM-IV Specific Phobia Onset,Supplemental,3547,3547,ncsr,0
3548,SP_RECD,DSM-IV Specific Phobia Recency,Supplemental,3548,3548,ncsr,0
3549,TBD_OND,DSM-IV Nicotine Dependence Onset,Supplemental,3549,3549,ncsr,0
3550,TBD_RECD,DSM-IV Nicotine Dependence Recency,Supplemental,3550,3550,ncsr,0
3551,ADD_ONI,ICD Attention Deficit Disorder Onset,Supplemental,3551,3551,ncsr,0
3552,ADD_RECI,ICD Attention Deficit Disorder Recency,Supplemental,3552,3552,ncsr,0
3553,AGP_ONI,ICD Agoraphobia with Panic Disorder Onset,Supplemental,3553,3553,ncsr,0
3554,AGP_RECI,ICD Agoraphobia with Panic Disorder Recency,Supplemental,3554,3554,ncsr,0
3555,ALA_ONI,ICD Alcohol Abuse Onset,Supplemental,3555,3555,ncsr,0
3556,ALA_RECI,ICD Alcohol Abuse Recency,Supplemental,3556,3556,ncsr,0
3557,ALD_ONI,ICD Alcohol Dependence Onset,Supplemental,3557,3557,ncsr,0
3558,ALD_RECI,ICD Alcohol Dependence Recency,Supplemental,3558,3558,ncsr,0
3559,ASA_ONI,ICD Adult Separation Anxiety Disorder Onset,Supplemental,3559,3559,ncsr,0
3560,ASA_RECI,ICD Adult Separation Anxiety Disorder Recency,Supplemental,3560,3560,ncsr,0
3561,CD_ONI,ICD Conduct Disorder Onset,Supplemental,3561,3561,ncsr,0
3562,CD_RECI,ICD Conduct Disorder Recency,Supplemental,3562,3562,ncsr,0
3563,DRA_ONI,ICD Drug Abuse Onset,Supplemental,3563,3563,ncsr,0
3564,DRA_RECI,ICD Drug Abuse Recency,Supplemental,3564,3564,ncsr,0
3565,DRD_ONI,ICD Drug Dependence Onset,Supplemental,3565,3565,ncsr,0
3566,DRD_RECI,ICD Drug Dependence Recency,Supplemental,3566,3566,ncsr,0
3567,DYS_ONI,ICD Dysthymia Onset,Supplemental,3567,3567,ncsr,0
3568,DYS_RECI,ICD Dysthymia Recency,Supplemental,3568,3568,ncsr,0
3569,MDE_ONI,ICD Severe Depressive Episode Onset,Supplemental,3569,3569,ncsr,0
3570,MDE_RECI,ICD Severe Depressive Episode Recency,Supplemental,3570,3570,ncsr,0
3571,ODD_ONI,ICD Oppositional Defiant Disorder Onset,Supplemental,3571,3571,ncsr,0
3572,ODD_RECI,ICD Oppositional Defiant Disorder Recency,Supplemental,3572,3572,ncsr,0
3573,PAT_ONI,ICD Panic Attack Onset,Supplemental,3573,3573,ncsr,0
3574,PAT_RECI,ICD Panic Attack Recency,Supplemental,3574,3574,ncsr,0
3575,PD_ONI,ICD Panic Disorder Onset,Supplemental,3575,3575,ncsr,0
3576,PD_RECI,ICD Panic Disorder Recency,Supplemental,3576,3576,ncsr,0
3577,SAD_ONI,ICD Separation Anxiety Disorder Onset,Supplemental,3577,3577,ncsr,0
3578,SAD_RECI,ICD Separation Anxiety Disorder Recency,Supplemental,3578,3578,ncsr,0
3579,SO_ONI,ICD Social Phobia Onset,Supplemental,3579,3579,ncsr,0
3580,SO_RECI,ICD Social Phobia Recency,Supplemental,3580,3580,ncsr,0
3581,SPONI,ICD Specific Phobia Onset,Supplemental,3581,3581,ncsr,0
3582,SPRECI,ICD Specific Phobia Recency,Supplemental,3582,3582,ncsr,0
3583,TBD_ONI,ICD Nicotine Dependence Onset,Supplemental,3583,3583,ncsr,0
3584,TBD_RECI,ICD Nicotine Dependence Recency,Supplemental,3584,3584,ncsr,0
3585,PTS_OND,DSM-IV Posttraumatic Stress Disorder Onset,Supplemental,3585,3585,ncsr,0
3586,PTS_RECD,DSM-IV Posttraumatic Stress Disorder Recency,Supplemental,3586,3586,ncsr,0
3587,PTS_ONI,ICD Posttraumatic Stress Disorder Onset,Supplemental,3587,3587,ncsr,0
3588,PTS_RECI,ICD Posttraumatic Stress Disorder Recency,Supplemental,3588,3588,ncsr,0
3589,BULH_OND,DSM-IV Bulimia w/ hierarchy Onset,Supplemental,3589,3589,ncsr,0
3590,BULH_RECD,DSM-IV Bulimia w/ hierarchy Recency,Supplemental,3590,3590,ncsr,0
3591,D_AGO30,DSM-IV Agoraphobia without Panic Disorder (30Day),Supplemental,3591,3591,ncsr,0
3592,D_AGP30,DSM-IV Agoraphobia with Panic Disorder (30Day),Supplemental,3592,3592,ncsr,0
3593,D_TBD30,DSM-IV Nicotine Dependence (30 day),Supplemental,3593,3593,ncsr,0
3594,AGE,Age,Supplemental,3594,3594,ncsr,0
3595,REGION,Region of country,Supplemental,3595,3595,ncsr,0
3596,MAR3CAT,Marital Status-3 categories,Supplemental,3596,3596,ncsr,0
3597,ED4CAT,Years of education-4 categories,Supplemental,3597,3597,ncsr,0
3598,OBESE6CAT,Obesity-recode of BMI,Supplemental,3598,3598,ncsr,0
3599,POST911,R interviewed post September 11 2001,Supplemental,3599,3599,ncsr,0
3600,NEWCARESCORE,WHODAS self-care score,Supplemental,3600,3600,ncsr,0
3601,NEWCOGSCORE,WHODAS cognitive score,Supplemental,3601,3601,ncsr,0
3602,NEWMOVESCORE,WHODAS mobility score,Supplemental,3602,3602,ncsr,0
3603,NEWOUTROLESCORE,WHODAS time out of role score,Supplemental,3603,3603,ncsr,0
3604,NEWROLEIMPSCORE,WHODAS role impairment score,Supplemental,3604,3604,ncsr,0
3605,NEWSOCIALSCORE,WHODAS social interaction score,Supplemental,3605,3605,ncsr,0
3606,CPESPROJ,CPES Project Id/1=NCSR 2=NLAAS 3=NSAL,Supplemental,3606,3606,ncsr,0
3607,SEX,Sex,Supplemental,3607,3607,ncsr,0
3608,DSM_ANO,DSM-IV Anorexia (Lifetime),Supplemental,3608,3608,ncsr,0
3609,DSM_BINGEH,DSM-IV Binge Eating Disorder w/ hierarchy (Lifetime),Supplemental,3609,3609,ncsr,0
3610,DSM_BINGEANY,DSM-IV Binge Any (Lifetime),Supplemental,3610,3610,ncsr,0
3611,DSM_BUL,DSM-IV Bulimia (Lifetime),Supplemental,3611,3611,ncsr,0
3612,DSM_BULH,DSM-IV Bulimia w/ hierarchy (Lifetime),Supplemental,3612,3612,ncsr,0
3613,D_ANO12,DSM-IV Anorexia (12Mo),Supplemental,3613,3613,ncsr,0
3614,D_BINGEH12,DSM-IV Binge Eating Disorder w/ hierarchy (12Mo),Supplemental,3614,3614,ncsr,0
3615,D_BINGEANY12,DSM-IV Binge Any (12Mo),Supplemental,3615,3615,ncsr,0
3616,D_BUL12,DSM-IV Bulimia (12Mo),Supplemental,3616,3616,ncsr,0
3617,D_BULH12,DSM-IV Bulimia w/ hierarchy (12Mo),Supplemental,3617,3617,ncsr,0
3618,D_ANO30,DSM-IV Anorexia (30Day),Supplemental,3618,3618,ncsr,0
3619,D_BINGEH30,DSM-IV Binge Eating Disorder w/ hierarchy (30Day),Supplemental,3619,3619,ncsr,0
3620,D_BINGEANY30,DSM-IV Binge Any (30Day),Supplemental,3620,3620,ncsr,0
3621,D_BUL30,DSM-IV Bulimia (30Day),Supplemental,3621,3621,ncsr,0
3622,D_BULH30,DSM-IV Bulimia w/ hierarchy (30Day),Supplemental,3622,3622,ncsr,0
3623,ICD_ANO,ICD Anorexia (Lifetime),Supplemental,3623,3623,ncsr,0
3624,ICD_ANOH,ICD Anorexia w/ hierarchy (Lifetime),Supplemental,3624,3624,ncsr,0
3625,ICD_BUL,ICD Bulimia (Lifetime),Supplemental,3625,3625,ncsr,0
3626,I_ANO12,ICD Anorexia (12Mo),Supplemental,3626,3626,ncsr,0
3627,I_ANOH12,ICD Anorexia w/ hierarchy (12Mo),Supplemental,3627,3627,ncsr,0
3628,I_BUL12,ICD Bulimia (12Mo),Supplemental,3628,3628,ncsr,0
3629,I_ANO30,ICD Anorexia (30Day),Supplemental,3629,3629,ncsr,0
3630,I_ANOH30,ICD Anorexia w/ hierarchy (30Day),Supplemental,3630,3630,ncsr,0
3631,I_BUL30,ICD Bulimia (30Day),Supplemental,3631,3631,ncsr,0
3632,ANO_OND,DSM-IV Anorexia Onset,Supplemental,3632,3632,ncsr,0
3633,ANO_RECD,DSM-IV Anorexia Recency,Supplemental,3633,3633,ncsr,0
3634,BINGEH_OND,DSM-IV Binge Eating Disorder w/ hierarchy Onset,Supplemental,3634,3634,ncsr,0
3635,BINGEH_RECD,DSM-IV Binge Eating Disorder w/ hierarchy Recency,Supplemental,3635,3635,ncsr,0
3636,BINGEANY_OND,DSM-IV Binge Any Onset,Supplemental,3636,3636,ncsr,0
3637,BINGEANY_RECD,DSM-IV Binge Any Recency,Supplemental,3637,3637,ncsr,0
3638,BUL_OND,DSM-IV Bulimia Onset,Supplemental,3638,3638,ncsr,0
3639,BUL_RECD,DSM-IV Bulimia Recency,Supplemental,3639,3639,ncsr,0
3640,ANO_ONI,ICD Anorexia Onset,Supplemental,3640,3640,ncsr,0
3641,ANO_RECI,ICD Anorexia Recency,Supplemental,3641,3641,ncsr,0
3642,BUL_ONI,ICD Bulimia Onset,Supplemental,3642,3642,ncsr,0
3643,BUL_RECI,ICD Bulimia Recency,Supplemental,3643,3643,ncsr,0
3644,SESTRAT,SAMPLING ERROR STRATUM,Supplemental,3644,3644,ncsr,0
3645,SECLUSTR,SAMPLING ERROR CLUSTER,Supplemental,3645,3645,ncsr,0
3646,D_BIPOLARI30,DSM-IV Bi-polar I (30Day),Supplemental,3646,3646,ncsr,0
3647,D_BIPOLARII30,DSM-IV Bi-polar II (30Day),Supplemental,3647,3647,ncsr,0
3648,D_BIPOLARSUB30,DSM-IV Bi-Polar Subthreshold (30Day),Supplemental,3648,3648,ncsr,0
3649,D_PTS30,DSM-IV Posttraumatic Stress Disorder(30Day),Supplemental,3649,3649,ncsr,0
3650,ICD_ASA,ICD Adult Separation Anxiety Disorder(LifeT),Supplemental,3650,3650,ncsr,0
3651,ICD_ASAH,ICD Adult Separation Anxiety Dis w/hier(LifeT),Supplemental,3651,3651,ncsr,0
3652,ICD_GAD,ICD Generalized Anxiety Disorder(Lifetime),Supplemental,3652,3652,ncsr,0
3653,ICD_GADH,ICD Generalized Anxiety Disorder w/hier(LifeT),Supplemental,3653,3653,ncsr,0
3654,ICD_PTS,ICD Posttraumatic Stress Disorder(LifeT),Supplemental,3654,3654,ncsr,0
3655,ICD_SAD,ICD Separation Anxiety Disorder(Lifetime),Supplemental,3655,3655,ncsr,0
3656,ICD_SADH,ICD Separation Anxiety Disorder w/hier(LifeT),Supplemental,3656,3656,ncsr,0
3657,I_ASA12,ICD Adult Separation Anxiety Disorder(12Mo),Supplemental,3657,3657,ncsr,0
3658,I_ASAH12,ICD Adult Separation Anxiety Dis w/hier(12Mo),Supplemental,3658,3658,ncsr,0
3659,I_GAD12,ICD Generalized Anxiety Disorder(12Mo),Supplemental,3659,3659,ncsr,0
3660,I_GADH12,ICD Generalized Anxiety Disorder w/hier(12Mo),Supplemental,3660,3660,ncsr,0
3661,I_PTS12,ICD Posttraumatic Stress Disorder(12Mo),Supplemental,3661,3661,ncsr,0
3662,I_ASA30,ICD Adult Separation Anxiety Disorder(30Day),Supplemental,3662,3662,ncsr,0
3663,I_ASAH30,ICD Adult Separation Anxiety Dis w/hier(30Day),Supplemental,3663,3663,ncsr,0
3664,I_GAD30,ICD Generalized Anxiety Disorder(30 day),Supplemental,3664,3664,ncsr,0
3665,I_GADH30,ICD Generalized Anxiety Disorder w/hier(30Day),Supplemental,3665,3665,ncsr,0
3666,I_PTS30,ICD Posttraumatic Stress Disorder(30 day),Supplemental,3666,3666,ncsr,0
3667,GAD_ONI,ICD Generalized Anxiety Disorder Onset,Supplemental,3667,3667,ncsr,0
3668,GAD_RECI,ICD Generalized Anxiety Disorder Recency,Supplemental,3668,3668,ncsr,0
3669,MEDICATION,Medication names:1st mention,Supplemental,3669,3669,ncsr,0
3670,MEDICATION2,Medication names:2nd mention,Supplemental,3670,3670,ncsr,0
3671,MEDICATION3,Medication names:3rd mention,Supplemental,3671,3671,ncsr,0
3672,MEDICATION4,Medication names:4th mention,Supplemental,3672,3672,ncsr,0
3673,MEDICATION5,Medication names:5th mention,Supplemental,3673,3673,ncsr,0
3674,MEDICATION6,Medication names:6th mention,Supplemental,3674,3674,ncsr,0
3675,MEDICATION7,Medication names:7th mention,Supplemental,3675,3675,ncsr,0
3676,MEDICATION8,Medication names:8th mention,Supplemental,3676,3676,ncsr,0
3677,MEDICATION9,Medication names:9th mention,Supplemental,3677,3677,ncsr,0
3678,MEDICATION10,Medication names:10th mention,Supplemental,3678,3678,ncsr,0
3679,MEDICATION11,Medication names:11th mention,Supplemental,3679,3679,ncsr,0
3680,MEDICATION12,Medication names:12th mention,Supplemental,3680,3680,ncsr,0
3681,MEDICATION13,Medication names:13th mention,Supplemental,3681,3681,ncsr,0
3682,MEDICATION14,Medication names:14th mention,Supplemental,3682,3682,ncsr,0
3683,MEDICATION15,Medication names:15th mention,Supplemental,3683,3683,ncsr,0
3684,MEDICATION16,Medication names:16th mention,Supplemental,3684,3684,ncsr,0
3685,MEDICATION17,Medication names:17th mention,Supplemental,3685,3685,ncsr,0
3686,PS_FLAG,Primary/Secondary adult in household,Supplemental,3686,3686,ncsr,0
3687,NCSRWTSH,NCSR sample part 1 weight,Supplemental,3687,3687,ncsr,0
3688,NCSRWTLG,NCSR sample part 2 weight,Supplemental,3688,3688,ncsr,0
3689,HHINC,Household Income : Topcode,Supplemental,3689,3689,ncsr,0
3690,POVINDEX,Census 2001 income-to-needs ratio: hhinc/povthre,Supplemental,3690,3690,ncsr,0
3691,WKSTAT3C,Work Status 3 categories,Supplemental,3691,3691,ncsr,0
3692,VERSION,Version Release Number,Supplemental,3692,3692,ncsr,0
3693,CPESCASE,CPES Case Id,Supplemental,3693,3693,ncsr,0
3694,OCC28MOG,Occupation-Bureau Labor Stats-28 MOGs: Recoded,Supplemental,3694,3694,ncsr,0
3695,IO1A,Anyone else present during interview,Supplemental,3695,3695,ncsr,0
3696,IO2_1,Who was present 1st mention,Supplemental,3696,3696,ncsr,0
3697,IO2_2,Who was present 2nd mention,Supplemental,3697,3697,ncsr,0
3698,IO2_3,Who was present 3rd mention,Supplemental,3698,3698,ncsr,0
3699,IO2_4,Who was present 4th mention,Supplemental,3699,3699,ncsr,0
3700,IO2_5,Who was present 5th mention,Supplemental,3700,3700,ncsr,0
3701,IO3,Present during how much of the interview,Supplemental,3701,3701,ncsr,0
3702,IO4,How much was R distracted,Supplemental,3702,3702,ncsr,0
3703,IO5,How well did R understand Qs,Supplemental,3703,3703,ncsr,0
3704,IO6,How cooperative was R,Supplemental,3704,3704,ncsr,0
3705,IO7,How much effort did R put in,Supplemental,3705,3705,ncsr,0
3706,CHILDREN,Number of children in HH,Supplemental,3706,3706,ncsr,0
3707,ADOL,Number of Adolescents 13-17 in HH,Supplemental,3707,3707,ncsr,0
3708,ADULT,Number of Adults in HH,Supplemental,3708,3708,ncsr,0
3709,HHSIZE,Total number of HH members,Supplemental,3709,3709,ncsr,0
3710,WEIGHT,Weight in pounds,Supplemental,3710,3710,ncsr,0
3711,HEIGHT,Total height-inches,Supplemental,3711,3711,ncsr,0
3712,RANCEST,Race/Ancestry,Supplemental,3712,3712,ncsr,0
3713,CASEID,CASE IDENTIFICATION NUMBER,Supplemental,3713,3713,ncsr,0
